boss_lamar_r: .word 16, 16
.byte 199,199,199,199,199,0,0,0,0,0,199,199,199,199,199,199,
199,199,199,0,0,1,1,9,73,73,9,0,199,199,199,199,
199,199,0,0,1,1,9,73,73,73,73,73,73,0,199,0,
199,0,1,1,1,9,73,73,73,73,73,73,73,73,9,199,
0,0,1,1,1,73,9,82,1,1,1,9,9,9,199,199,
0,173,91,9,1,1,82,246,164,164,246,246,182,82,199,199,
0,163,255,173,9,82,255,246,82,73,164,255,164,73,199,199,
73,155,246,255,90,173,254,166,87,85,82,246,82,85,91,199,
199,73,172,237,246,246,246,166,87,87,166,174,93,87,155,199,
199,73,1,91,246,255,255,255,245,254,246,157,173,254,246,155,
199,73,0,173,246,255,255,246,73,246,91,173,173,255,255,155,
199,73,0,164,246,255,255,73,1,73,1,73,73,164,246,155,
199,199,199,73,245,255,246,9,82,1,9,73,82,246,155,199,
199,199,199,199,163,246,255,246,246,82,164,82,255,255,199,199,
199,199,199,199,0,82,172,255,255,255,255,255,164,199,199,199,
199,199,199,199,199,199,73,73,155,91,0,0,199,199,199,199,


