dash03_r.bmp: .word 16, 16
.byte 199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,199,
199,199,199,199,199,199,199,199,0,0,0,0,0,199,199,199,
199,199,199,199,199,199,199,0,153,234,234,234,153,0,199,199,
199,199,199,199,199,199,0,234,234,234,234,234,234,153,0,199,
199,199,199,199,199,0,153,234,234,234,234,153,234,234,0,199,
199,199,199,199,199,0,234,234,234,234,234,153,153,234,0,199,
199,199,199,199,199,0,234,234,153,102,102,102,102,0,0,199,
199,199,199,199,199,0,234,153,102,175,175,175,175,0,0,199,
199,199,199,199,0,0,74,74,74,102,175,175,0,153,0,199,
199,199,199,0,74,74,20,20,82,82,74,74,0,199,199,199,
199,199,199,0,20,20,82,82,218,218,102,175,0,199,199,199,
199,0,0,20,20,74,82,82,218,218,102,175,0,199,199,199,
0,82,155,74,74,20,20,20,20,20,74,0,199,199,199,199,
0,155,0,20,20,74,74,74,74,11,11,0,199,199,199,199,
199,0,20,102,0,0,0,0,11,102,0,199,199,199,199,199,
199,0,0,0,199,199,199,199,0,0,0,199,199,199,199,199,


