boss_lamar_u: .word 16, 16
.byte 199,199,0,199,199,199,199,199,199,155,155,155,199,199,199,199,
199,199,199,9,199,199,199,91,155,246,255,246,155,199,199,199,
199,199,0,73,9,82,73,85,87,254,255,164,246,255,199,199,
199,199,73,73,9,182,164,82,93,173,173,73,82,255,164,199,
199,0,73,73,9,246,255,246,174,157,173,73,73,82,255,0,
199,9,73,73,1,246,164,82,166,246,91,1,9,164,255,0,
0,73,73,73,1,164,73,85,87,254,246,73,1,82,255,91,
0,73,73,73,1,164,82,87,87,245,73,1,82,246,255,155,
0,9,73,73,82,246,246,166,166,255,246,73,9,246,255,73,
0,1,9,73,9,82,255,254,246,255,255,255,246,255,172,73,
0,1,1,9,73,1,82,173,246,255,255,255,255,246,82,199,
199,0,1,1,1,1,9,90,246,246,246,246,245,163,0,199,
199,0,0,1,1,9,173,255,237,91,173,164,73,199,199,199,
199,199,0,1,1,91,255,246,172,1,0,0,199,199,199,199,
199,199,199,0,0,173,163,155,73,73,73,73,199,199,199,199,
199,199,199,199,0,0,0,73,199,199,199,199,199,199,199,199,


